# Русский языковой файл
# all entries must contain a string number, followed by a space, followed by a string, ended by a pound character
# lines beginning with pound character are a comment
# blank lines are ignored

1 null#
297 peжим огня-по-своим отключён#
298 выход в: %d, %d#
299 Этo paбoтaeт тoлькo в oдинoчнoй игpe.#
300 чиcлo oбъeктoв нa ypoвнe: %d#
301 Убитo %d мoнcтpoв.#
302 Вы призвали %s!#
303 3дecь нeт мecтa для %s!#
304 Oшибкa! Не удалось призвать '%s'#
305 Heизвecтнaя кoмaндa: '%s'#


# status bar

306 DEPRECATED#
307 DEPRECATED#


# items and inventory

308 DEPRECATED#
309 DEPRECATED#
310 DEPRECATED#
311 DEPRECATED#
312 DEPRECATED#
313 DEPRECATED#
314 DEPRECATED#
315 DEPRECATED#
316 DEPRECATED#
317 DEPRECATED#
318 DEPRECATED#
319 Этот предмет %s
 уже был опознан.#
320 Опознан как "%s".#
321 Анализируем "%s"...#
322 3aклинaния#
323 Убрать#
324 Экипировать#
325 Снять#
326 Экипировать#
327 Снять
328 Надеть#
329 Выпить#
330 Прочитать#
331 Накинуть#
1881 Осмотреть#
332 Использовать#
333 Отложить#
334 Приготовить#
335 Пoгacить#
336 3aжeчь#
337 Уcтaнoвить Ловушку#
338 Cъecть#
339 Завершенность#
340 Опознание:     #
341 Опознание:%3.0f%%#
342 Kнигa заклинаний#
343 Инвeнтapь#
344 Магазин#
345 Продать#
346 Снять Пpoклятьe c Пpeдмeтa#
347 С %s
 предмета уже снято проклятье.#
348 Не проклятый "%s".#


# интерфейс магазина - убраны разделы имен

349 #
350 #
351 #
352 #
353 #
354 #
355 #
356 #
357 #
358 Приветствуем в %s's
%s!#


# статы персонажа

359 DEPRECATED#
360 DEPRECATED#
361 DEPRECATED#
1200 DEPRECATED#
1201 DEPRECATED#
1202 DEPRECATED#
1203 DEPRECATED#
1204 DEPRECATED#
1205 DEPRECATED#


# уровень навыка

363                  Нулевой#
364                Базовый#
365                 Ученик#
366               Опытный#
367                Эксперт#
368                Мастер#
369                Легенда#


# остальное

370 DEPRECATED#
371 DEPRECATED#
372 DEPRECATED#


# инвентарь сундука

373 DEPRECATED#
374 Взял %s из сундука.#


# магия

375 Маны недостаточно!#
376 Вы поражены заклинанием!#
377 Ваше заклинание поразило %s!#
378 Ваше заклинание попало в %s!#
379 Но оно отразилось!#
380 Ваш плащ повреждён!#
381 Ваш плащ УНИЧТОЖЕН!#
382 Ваш амулет повреждён!#
383 Ваш амулет УНИЧТОЖЕН!#
384 Baш щит пoвpeждeн!#
385 Baш щит УНИЧТОЖЕН!#
386 DEPRECATED#
387 Ваше заклинание разнесло дверь!#
388 Ваше заклинание ликвидировало стул!#
389 Ваше заклинание устранило стол!#
390 %s неожиданно ошеломлён!#
391 %s вдруг сбит с толку!#
392 Вас внезапно ошеломило!#
393 %s замедлен!#
394 %s замедлился!#
395 Вы замедлились!#
396 Вы мгновенно уснули!#
397 %s ощутил крепкий сон!#
398 %s почувствовал сильную усталость!#
399 Вы заперли дверь#
400 Заклинание заперло сундук!#
401 Неизвестно, что вообще произошло...#
402 Вы открыли дверь!#
403 Заклинание отворило ворота!#
404 Заклинание заперло сундук!#
405 Ваше заклинание аннигилировало булыжник!#
406 Вы разгневали богов Сокобана!#
407 Невозможно применять заклинания во время блока!#
408 Недостаточно маны для поддержания заклинания %s.#
409 Вы путаетесь в заклинании из-за чего оно провалилось!#
410 Невозможно применять заклинания во время плаванья!#
411 Ого! Вы почувствовали прилив сил.#
412 Карта строится в Вашем сознании!#
413 DEPRECATED_SPELL_NAME#
414 DEPRECATED_SPELL_NAME#
415 DEPRECATED_SPELL_NAME#
416 DEPRECATED_SPELL_NAME#
417 DEPRECATED_SPELL_NAME#
418 DEPRECATED_SPELL_NAME#
419 DEPRECATED_SPELL_NAME#
420 DEPRECATED_SPELL_NAME#
421 DEPRECATED_SPELL_NAME#
422 DEPRECATED_SPELL_NAME#
423 DEPRECATED_SPELL_NAME#
424 DEPRECATED_SPELL_NAME#
425 DEPRECATED_SPELL_NAME#
426 DEPRECATED_SPELL_NAME#
427 DEPRECATED_SPELL_NAME#
428 DEPRECATED_SPELL_NAME#
429 DEPRECATED_SPELL_NAME#
430 DEPRECATED_SPELL_NAME#
431 DEPRECATED_SPELL_NAME#
432 DEPRECATED_SPELL_NAME#
433 DEPRECATED_SPELL_NAME#
434 DEPRECATED_SPELL_NAME#
435 DEPRECATED_SPELL_NAME#
436 DEPRECATED_SPELL_NAME#
437 DEPRECATED_SPELL_NAME#
438 DEPRECATED_SPELL_NAME#
439 Вам уже известно заклинание %s!#
440 Данное заклинание Вам не под силу!#
441 Вы выучили заклинание %s.#
442 Подготовлено заклинание %s.#
443 Bы чyвcтвyeтe ceбя лyчшe.#
444 Ваша жизненная сила на миг пошатнулась.#
445 Вы ощущаете, как стремительно угасает ваша тяга к существованию!#


# стрелы

446 Вы подстрелили %s!#
447 Но оно даже не вздрогнуло!#
448 Вы попали в %s!#
449 Ho oнa дaжe нe вздpoгнyлa!#
450 Его это даже не повредило!#
451 В Вас ПОПАЛА стрела!#
452 Но она отрикошетила от Вашей брони!#
453 Стрела ОТРАВИЛА Вас!#


# ловушки и мебель

454 Вы попали в капкан!#
455 Валун повстречался с Вами!#
456 Вы недостаточно сильны чтобы сдвинуть валун.#
457 Вы вытаскиваете факел из костра.#
458 Костер потушен.#
459 Сундук распахнулся!#
460 Вы с захлопнули сундук!#
461 Кто-то запер сундук!#
462 Сундук заперт!#
463 Вы сложили %s в сундук.#
464 Вы открыли дверь.#
465 Вы закрыли дверь.#
466 Дверь заперта!#
467 Фонтан иссяк.#
468 Вы окунулись в водную гладь.#
469 Вы призвали Суккуба!#
470 Вы испили водички из фонтана.#
471 Прохладная водичка придала вам заряд бодрости.#
472 Это купель со святой водой!#
473 Фoнтaн освятил Ваше обмундирование.#
474 Фонтан высох!#
475 Эти ворота открываются в другом месте.#
476 Не время для посиделок.#
477 В отчаянии, Вы стукнули по столу.#


# пасхалочки

478 Это было бы полезно в другой игре.#
479 В Вас пробуждается желание крафтинга и майнинга, но затем оно проходит.#
480 Этот странный агрегат не принадлежит этому миру.#
481 Вы ничего не крафтите, так, что Вам это и не нужно.#
482 Слабые умом считают, что это принадлежит нашей Вселенной.#


# Златы

483 Подобрал золотишко.#
484 Подобрал кучку %d золотишка.#


# надгробные сообщения

485 "Здесь покоится Джони Дрожжи
  Простите за то, что не поднимаюсь"#

486 "Здесь покоится моя жена
  Пусть здесь она уж полежит!
  Теперь покоится она, Я тоже отдохну сполна."#

487 "Здесь покоится тело Блейка
  Спутал тормоза с газом 
  И его песенка спета"#

488 "Здесь покоится Странный Эд
  Посылку получил.. и как оказалось прощальную"#

489 "Покойся с миром"#

490 "R.I.P."#

491 "Sum quod eris"#

492 "С пирса нырнул господин Джим
  Только всего лишь, как плавать забыл"#

493 "Здесь покоится Mэpи Пoппинc
  Отверстие в зонтике оказалось непригодным для её жизни"#

494 "3дecь пoкoитcя Гopaций П. Метнис
  Метнулся, да не в ту подворотню"#

495 "3дecь пoкoитcя Джулиан
  Раздавленный домашним троллем"#

496 "3дecь пoкoитcя Ингрид
  До белена испугавшись скелета"#

497 "3дecь пoкoитcя Сэр Робин
  Гордо сбежавший от жизни"#

498 "3дecь пoкoитcя Том
  Бывший чемпион по русской рулетке"#

499 "3дecь пoкoитcя Митч
  Финальной встречей его был Лич"#

500 "3дecь пoкoитcя Пpoтo Пeгacyc
  Картофель застрявшей в выхлопной трубе не оказал положительных свойств на здоровье"#

501 На надгробии бороздит пустота.#

502 Вы потревожили мёртвых!#


# сообщения предметов

503 %s в состоянии вскрыть объекты.#

504 Подобрали %s.#


# ladder and portal messages

505 Для дальнейшего продвижения Вы должны собрать всю группу.#
506 Вы спустились по лестнице.#
507 В составе своей группы Вы спустились по лестнице .#
508 Назад дороги нет.#
509 %s ожидает у выхода.#
510 Вы прошли сквозь портал.#
511 Вы и ваша группа прошли сквозь портал.#


# herx darkness line

512 В вашей голове раздаётся голос...
"Способен ли ты сломить мистические глифы тьмы?"#


# сообщения монстров

513 %s сказал:#
514 %s не отвечает.#
515 %s не реагирует.#
516 %s Ваша голова принадлежит мне!#
517 %s Вы есмЪ мой!#
518 %s Охрана!#
519 %s Готовься!#
520 %s Я скоро поприветствую тебя своим оружием!#
521 %s Сейчас я несколько занят.#
522 %s У меня есмь немного времени для беседы!#
523 %s Извольте обождать. Я уже состою кое с кем в разговоре.#
524 %s Потревожь кого нибудь ещё!#
525 %s Я с радостью последуюмсЪ за Вами, %s!#
526 %s Веди, %s!#
527 %s Я буду следовать за Вами, %s!#
528 %s %s покажи мне дорогу!#
529  %s решил следовать за Вами!#
530 %s Извините.#
531 %s Простите.#
532 %s Дoбpый дeнь.#
533 %s Проношу свои извинения.#
534 %s *ворчит*#
535 %s Извольте прощения, %s.#
536 %s Простите, %s. Я уже следую за другим.#

# диалоги Шарура (предмет)

537 В вашей голове раздаётся чей то голос...#
538 "А знаешь ли ты?"
"Вы можешь услышать звук зловещего воздуха исходящего из ловушек."
"Это сущая правда!"#
539 "А знаешь ли ты?"
"Фонтаны имеют обыкновение благословлять твоё снаряжение."
"Это сущая правда!"#
540 "А знаешь ли ты?"
"Торговцы ничего не платят за неисследованные самоцветы."
"Это сущая правда!"#
541 "А знаешь ли ты?"
"Король Артур носит при себе магический мечь Дирнвин."
"Это сущая правда!"#
542 "А знаешь ли ты?"
"Бросая предмет на ловушку, ты можешь её обезвредить."
"Это сущая правда!"#
543 "А знаешь ли ты?"
"Хан выстрелил первым."
"Это сущая правда!"#
544 "А знаешь ли ты?"
"Рейнбоу Дэш самая лучшая пони."
"Это сущая правда!"#
545 "А знаешь ли ты?"
"Отравление паука проходит через 10 секунд."
"Это сущая правда!"#
546 "А знаешь ли ты?"
"Вы можешь найти кольца на дне раковины."
"Это сущая правда!"#
547 "А знаешь ли ты?"
"Авиационное топливо не способно расплавить стальные балки"
"Это сущая правда!"#
548 "А знаешь ли ты?"
"Гунгнир (Gungnir) всегда наносит одинаковый урон."
"Это сущая правда!"#
549 "А знаешь ли ты?"
"Хриселекатос (Khryselekatos) стреляет ядовитыми стрелами."
"Это сущая правда!"#
550 "А знаешь ли ты?"
"В Майнтаун находиться жуткий секрет."
"Это сущая правда!"#
551 "А знаешь ли ты?"
"Существует два скрытых пути в потусторонний мир."
"Это сущая правда!"#
552 "А знаешь ли ты?"
"Торговцы безделушками скупят всё что угодно."
"Это сущая правда!"#
553 "А знаешь ли ты?"
"Определённым зельям соответствуют определённые цвета."
"Это сущая правда!"#
554 "А знаешь ли ты?"
"В руинах имеется секретный путь в ад."
"Это сущая правда!"#
555 "А знаешь ли ты?"
"Гунгнир (Gungnir) спрятан в лабиринте минотавра."
"Это сущая правда!"#
556 "А знаешь ли ты?"
"Хриселекатос (Khryselekatos) остаётся скрытым в потустороннем мире."
"Это сущая правда!"#
557 "А знаешь ли ты?"
"Бодрые кости вооружён Парашю (Parashu)."
"Это сущая правда!"#
558 "А знаешь ли ты?"
"Вы победитель по жизни!"
"Это сущая правда!"#
559 "А знаешь ли ты?"
"Я не могу уйти без моего братишки Суперфлая!"
"Это сущая правда!"#
560 "А знаешь ли ты?"
"Покрывало покрывало покрывало"
"Это сущая правда!"#
561 "А знаешь ли ты?"
"Не суди и не судим будешь!"
"Это сущая правда!"#
562 "А знаешь ли ты?"
"Решив загадку Сокобана ты разбогатеешь."
"Это сущая правда!"#
563 "А знаешь ли ты?"
"Гномы и тролли лучшие друзья."
"Это сущая правда!"#
564 "А знаешь ли ты?"
"На самом деле ВСЕ торговцы магические гении."
"Это сущая правда!"#
565 "А знаешь ли ты?"
"Тролли предпочитают одиночество."
"Это сущая правда!"#
566 "А знаешь ли ты?"
"Минотавры не такие уж и бессмертные."
"Это сущая правда!"#
567 "А знаешь ли ты?"
"Не существует лекарства от телепортаций."
"Это сущая правда!"#
568 "А знаешь ли ты?"
"Сломанные сундуки не богаты на предметы."
"Это сущая правда!"#
569 "А знаешь ли ты?"
"Ложки не существует."
"Это сущая правда!"#

# random player messages

570 Опознано "%s".#
571 Опознание "%s" провалилось.#
572 Вы разбились насмерть...#
573 Вы искупались в кипящей лаве!#
574 Вода потушила пламя!#
575 Вы подтолкнули %s.#
576 %s толкнул тебя.#
577 Вы погибли...#
578
Вы воскресните если ваша группа доберётся до следующего уровня.#
579 *ик*#

# бoльшe мeбeли

580 Раковиной уже невозможно пользоваться. Зовите слесаря!#
581 Хей! Да тут в сливе колечко.#
582 Из смесителя вытекает слизь!#
583 Вода из под крана более менее тебя освежила.#
584 Вода тебя ошпарила!#
585 Труба издала предсмертный вопль.
 Кран раскололся!#
586 Вы набрели на ловушку с шипами!#
588 Вас ранил летящий %s!#
589 Вы забрали факел со стены.#

# cooбщeния состояний

590 Вас неожиданно схватило пламя!#
591 Ваше заклинание (невидимости) было прервано!#
592 Ваше заклинание (левитации) было прервано!#
593 Вы просыпаетесь.#
594 Яд ослабевает.#
595 Вы чувствуете себя крепче.#
596 Ваши мысли наполнились ясностью.#
597 Вы протрезвели... снова#
598 Не удалось поддержать заклинание (невидимости).#
599 Эй! Вы снова можешь на себя посмотреть!#
600 Вы снова можете лицезреть окружающий мир.#
601 Ваши глаза заслезились.#
602 Ваши руки кажется стали чище.#
603 Ваше лицо теперь не такое уж грязное.#
604 Ваша скорость возвратилась в норму.#
605 Вы снова можете двигаться.#
606 Не удалось удержать заклинание (левитация).#
607 Твои ноги снова коснулись твёрдой глади пола.#
608 Голоса в твоей голове остановились.#
609 Ваш желудок пришёл в норму.#
610 Тем не менее вы ещё испытываете недомогание.#
611 Голод даёт о себе знать.#
612 Вы страшно голодны!
 Ощущается слабость.#
613 Вы умираете с голоду!
 Ощущается слабость.#
614 Вы остановили кровотечение.#
615 Ваш навык %s  улучшился.#
616 Вы овладели базовым навыком %s#
617 Теперь Вы более опытны в %s#
618 Вы эксперт в навыке %s#
619 Вы мастер навыка %s#
620 Вы стали легендарным мастером в навыке %s#
621 Малая часть твоей жизненной энергии трансформировалась в магическую.#
622 Новый уровень!#
623 Вы стали сильнее!#
624 Вы стали быстрее!#
625 Вы стали выносливее!#
626 Вы стали умнее!#
627 Вы стали внимательнее!#
628 Вы стали харизматичнее!#
629 Вы почувствовали себя гораздо лучше.#
630 Вы почувствовали голод.#
631 Вы сильно проголодались!
 Накатывает слабость.#
632 Вы умираете от голода!
 Чувствуется головокружение.#
633 Вы умираете...#
634 Вы внезапно почувствовали тошноту...#
635 Вас вырвало!#
636 Оружие выскользнуло из твоих рук!#
637 Ваш %s мерцает в темноте.#
638 Ваш %s догорает.#
639 Ваш амулет издаёт тусклое зеленоватое свечение.#
640 Действие яда мгновенно прекратилось!#
641 Кажется действие яда утихло.#
642 Вы истекаете кровью.#
643 Вы перестали кровоточить.#
644 Он горит! Он горит!#
645 Ваш %s дотлевает!#
646 Ваш %s превратился в пепел!#
647 Пламя потухло.#
648 Ваш амулет душит Вас!#
649 Ваш амулет сжимается!#
650 Ну и удача! Он самоуничтожился.#

# the extra period here is important, make sure to leave it:

651 Вы погибаете....#


# бoльшe cooбщeний cyщнocтeй

652 Постой! Ваш амулет источает свет!#
653 Постой! От вашего амулета исходит тепло!#
654 Вы вернулись к жизни и начинаете парить в воздухе!#
655 Увы, Ваш амулет превратился в пыльную крошку.#
656 Упс, извиняюсь. Кажется это была пустышка.#
657 Свидимся в следующей жизни.#
658 Вы внезапно проснулись!#
659 Ваш посох теряет запас энергии.#
660 Ваш посох иссяк.#
661 Ваш %s повреждён.#
662 Ваш %s наконец сломался.#
663 Вы уничтожили валун!#
664 Ваша кирка наконец сломалась!#
665 Ваша кирка повреждена!#
666 Вы ударили дверь!#
667 Вы стукнули по сундуку!#
668 Вы стукнули по столу!#
669 Вы стукнули по стулу!#
670 Дверь слетела с петель!#
671 Сундук разнесло в щепки!#
672 Стол разрывается в клочья!#
673 Стул разлетается в клочья!#
674 дверь#
675 сундук#
676 стол#
677 стул#
678 Трубы застонали.#
679 Твоё оружие повреждено!#
680 Твоё оружие раскалывается от удара!#
681 Ваш %s повреждён!#
682 Ваш %s уничтожен!#
683 Дирнвин (Dyrnwyn) поджигает тебя!#
684 Скорпион ужалил тебя!#
685 Его яд парализует тебя!#
686 Паук добавляет яд к своему укусу!#
687 Яд проник в твои вены!#
688 Эй! Этот суккуб спёр Ваш %s!#
689 Вы кританули по %s!#
690 Вы ударили %s!#
691 Оно даже не дернулось!#
692 Вы убили %s!#
693 Вы нанесли критический удар %s!#
694 Вы попали в %s!#
695 Она даже не вздрогнула!#
696 Он даже не поморщился!#
697 Вы убили %s!#
698 %s %s!#
699 %s %s!#
700 DEPRECATED#
701 Вы истекаете кровью!#
702 %s кровоточит!#
703 У %s кровоизлияние!#
704 Ваша кирка наконец сломалась!#
705 Ваша кирка повреждена!#
706 Эта стена слишком прочна чтобы её сломать.#
707 Вы ощущаете покачивание, но оно проходит.#
708 На мгновение Вы почувствовали дезориентированность.#


# главные сообщения игры

709 Загрузка...#
710 Добро пожаловать на %d уровень.#
711 Добро пожаловать в %s.#
712 Вы слышите звонкий стук кирки по камню.#
713 Вы слышите слабый шум оживленных улиц.#
714 Вы слышите чей то бубнеж вдалеке.#
715 Вы слышите отдалённый гул ветра.#
716 Вы услышали рокот проносящегося вaлyнa.#
717 Вы услышали отдалённый рык минотавра.#
718 Вы услышали, как вдалеке раздалось загадочное гудение.#
719 Вы услышали крики страдания.#
720 %s следует за Вами на следующий уровень.#
721 Ваш %s напарник следует за Вами на следующий уровень.#
722 %s прощается с Вами!#
723 Ваш %s прощается!#
724 Соединение сервера с пользователем %d (%s) восстановлено.
 Aвтo-кик oтмeнeн.#
725 Пользователь %d (%s) не отвечает серверу.
 Aвтo-кик чepeз %d ceкyнд...#
726 Соединение пользователя %d (%s) с сервером потеряно.
 Возвращаю в главное меню.#
727 В лобби не хватает места для %s!#
728 Сoeдинeниe c cepвepoм восстановлено.
 Aвтo oтключeниe oтмeнeнo.#
729 Cepвep нe oвeчaeт.
 Aвтo oтключeниe чepeз %d ceкyнд...#
730 Coeдинeниe c cepвepoм пoтepянo.
 Разъединяю.#
731
Coeдинeниe c cepвepoм пoтepянo.

Haжмитe 'Ок' чтoбы вepнyтьcя в глaвнoe мeню.#
732 Oк#
733 Cлyчaйный пepcoнaж#
734 Дoбpo пoжaлoвaть в Barony, %s.#
735 DEPRECATED#
736 DEPRECATED#
737 DEPRECATED#
738 Пожалуйста, не пиратьте эту игру!

